goesp_part_flux_P5M: (time -> (P1, P5, P10, P30, P50, P100, E_8, E2_0, E4_0, P60, P500))
2024-10-10 09:00:00 -> (9621.544921875, 3609.640625, 758.8756713867188, 22.984682083129883, 3.9266815185546875, 0.6976814270019531, -100000.0, 155.82608032226562, -100000.0, 2.460681438446045, 0.13068141043186188)
2024-10-10 09:05:00 -> (9465.466796875, 3494.609375, 745.1473388671875, 23.287349700927734, 3.8423495292663574, 0.6703495383262634, -100000.0, 168.95040893554688, -100000.0, 2.4043495655059814, 0.14134950935840607)
2024-10-10 09:10:00 -> (9357.1337890625, 3472.568359375, 742.2023315429688, 23.51435089111328, 4.0693511962890625, 0.706351101398468, -100000.0, 173.0449676513672, -100000.0, 2.5733511447906494, 0.15735112130641937)
2024-10-10 09:15:00 -> (9042.361328125, 3389.330322265625, 733.3213500976562, 23.390350341796875, 3.8333499431610107, 0.709350049495697, -100000.0, 177.54751586914062, -100000.0, 2.3593499660491943, 0.14935006201267242)
2024-10-10 09:20:00 -> (8985.662109375, 3409.1474609375, 743.7693481445312, 23.95134735107422, 4.054348468780518, 0.6043482422828674, -100000.0, 63.17143249511719, -100000.0, 2.4873483180999756, 0.1333482414484024)
2024-10-10 09:25:00 -> (8927.1748046875, 3460.8330078125, 758.0490112304688, 23.540016174316406, 4.030016899108887, 0.6190170645713806, -100000.0, 206.5226593017578, -100000.0, 2.4920170307159424, 0.1480170637369156)
2024-10-10 09:30:00 -> (8926.6953125, 3554.53271484375, 781.9237060546875, 23.681682586669922, 4.127683162689209, 0.7056833505630493, -100000.0, 137.52540588378906, -100000.0, 2.5406832695007324, 0.14668333530426025)
2024-10-10 09:35:00 -> (8904.1015625, 3564.890380859375, 778.984375, 23.835350036621094, 4.1123504638671875, 0.6543502807617188, -100000.0, 168.47244262695312, -100000.0, 2.5993502140045166, 0.14935028553009033)
2024-10-10 09:40:00 -> (8875.5244140625, 3557.437744140625, 773.649658203125, 22.883684158325195, 3.847683906555176, 0.6406837701797485, -100000.0, 119.3933334350586, -100000.0, 2.3706839084625244, 0.14668379724025726)
2024-10-10 09:45:00 -> (8502.041015625, 3510.490966796875, 759.9180297851562, 23.712017059326172, 4.08701753616333, 0.6770174503326416, -100000.0, 185.88262939453125, -100000.0, 2.5520174503326416, 0.15201742947101593)
2024-10-10 09:50:00 -> (8331.130859375, 3537.87890625, 771.5020141601562, 22.629016876220703, 3.819016218185425, 0.6510161757469177, -100000.0, 132.3058319091797, -100000.0, 2.384016275405884, 0.14401619136333466)
2024-10-10 09:55:00 -> (8579.189453125, 3608.98291015625, 750.97802734375, 22.52701759338379, 3.971017837524414, 0.6830178499221802, -100000.0, 132.5758819580078, -100000.0, 2.4580178260803223, 0.15601783990859985)
2024-10-10 10:00:00 -> (8989.1318359375, 3715.541015625, 758.7160034179688, 21.707015991210938, 3.7700157165527344, 0.5790156722068787, -100000.0, 39.01002883911133, -100000.0, 2.3160157203674316, 0.14001567661762238)
2024-10-10 10:05:00 -> (8950.697265625, 3710.704345703125, 743.5123291015625, 21.020347595214844, 3.785348415374756, 0.6733485460281372, -100000.0, 122.17937469482422, -100000.0, 2.3603484630584717, 0.1333485245704651)
2024-10-10 10:10:00 -> (8744.625, 3683.234619140625, 740.40771484375, 21.08868408203125, 3.725684642791748, 0.710684597492218, -100000.0, 87.96597290039062, -100000.0, 2.338684558868408, 0.1586846262216568)
2024-10-10 10:15:00 -> (9279.236328125, 3828.225341796875, 744.7413330078125, 20.93235206604004, 3.7303521633148193, 0.5843522548675537, -100000.0, 190.36595153808594, -100000.0, 2.3473522663116455, 0.16935226321220398)
2024-10-10 10:20:00 -> (9526.4267578125, 3887.067626953125, 747.6146850585938, 21.53168296813965, 3.738682985305786, 0.7206829786300659, -100000.0, 121.26293182373047, -100000.0, 2.3366830348968506, 0.1466829627752304)
2024-10-10 10:25:00 -> (9509.158203125, 3925.540283203125, 751.2373657226562, 21.19934844970703, 3.4763476848602295, 0.5833476185798645, -100000.0, 121.60548400878906, -100000.0, 2.133347749710083, 0.12934763729572296)
2024-10-10 10:30:00 -> (9227.556640625, 3865.971923828125, 736.8240356445312, 20.90501594543457, 3.649015188217163, 0.6460152268409729, -100000.0, 98.9482650756836, -100000.0, 2.268015146255493, 0.13601522147655487)
2024-10-10 10:35:00 -> (9052.248046875, 3825.182373046875, 735.6903686523438, 20.727352142333984, 3.84835147857666, 0.6613514423370361, -100000.0, 105.76866912841797, -100000.0, 2.4343514442443848, 0.16135142743587494)
2024-10-10 10:40:00 -> (9187.73828125, 3797.148681640625, 732.648681640625, 19.909683227539062, 3.7056825160980225, 0.6936824917793274, -100000.0, 170.123291015625, -100000.0, 2.369682550430298, 0.1386824995279312)
2024-10-10 10:45:00 -> (9379.0830078125, 3862.237060546875, 732.3359985351562, 20.429014205932617, 3.815014600753784, 0.6030147075653076, -100000.0, 127.74785614013672, -100000.0, 2.335014581680298, 0.1320146918296814)
2024-10-10 10:50:00 -> (10236.9267578125, 4040.158447265625, 738.7943725585938, 20.028348922729492, 3.5883493423461914, 0.6073492169380188, -100000.0, 132.01364135742188, -100000.0, 2.243349313735962, 0.14134922623634338)
2024-10-10 10:55:00 -> (10261.724609375, 4041.972412109375, 755.3603515625, 20.931350708007812, 3.9263508319854736, 0.7113507986068726, -100000.0, 136.8624725341797, -100000.0, 2.4943509101867676, 0.1533508151769638)
2024-10-10 11:00:00 -> (9570.5, 3801.1845703125, 717.1406860351562, 20.28168296813965, 3.7226836681365967, 0.6226836442947388, -100000.0, 110.06439971923828, -100000.0, 2.377683639526367, 0.1506836712360382)
2024-10-10 11:05:00 -> (9437.080078125, 3621.221435546875, 666.2283325195312, 19.26634979248047, 3.491349458694458, 0.5713493824005127, -100000.0, 161.30929565429688, -100000.0, 2.1943492889404297, 0.14534936845302582)
2024-10-10 11:10:00 -> (10577.4228515625, 3860.45361328125, 675.5576782226562, 19.019683837890625, 3.4116837978363037, 0.5866838693618774, -100000.0, 245.87908935546875, -100000.0, 2.140683889389038, 0.15468387305736542)
2024-10-10 11:15:00 -> (11141.4345703125, 4053.57568359375, 719.5996704101562, 19.649682998657227, 3.5876832008361816, 0.6596832275390625, -100000.0, 78.98383331298828, -100000.0, 2.252683162689209, 0.1506832391023636)
2024-10-10 11:20:00 -> (11852.234375, 4118.46826171875, 704.5423583984375, 19.359350204467773, 3.373349905014038, 0.5923498868942261, -100000.0, 166.77037048339844, -100000.0, 2.0983498096466064, 0.1533498615026474)
2024-10-10 11:25:00 -> (13846.7802734375, 4359.3525390625, 724.33837890625, 20.41335105895996, 3.7063517570495605, 0.5633516907691956, -100000.0, 90.18385314941406, -100000.0, 2.308351755142212, 0.1693516969680786)
2024-10-10 11:30:00 -> (13377.2109375, 4325.40087890625, 752.1856689453125, 19.771682739257812, 3.411682605743408, 0.5716826319694519, -100000.0, 81.10780334472656, -100000.0, 2.122682571411133, 0.14668263494968414)
2024-10-10 11:35:00 -> (14456.1953125, 4540.28271484375, 790.4326782226562, 20.832687377929688, 3.6096866130828857, 0.6366866230964661, -100000.0, 148.83761596679688, -100000.0, 2.271686553955078, 0.18268661201000214)
2024-10-10 11:40:00 -> (14231.5419921875, 4490.712890625, 805.982666015625, 22.1586856842041, 3.809685230255127, 0.6536851525306702, -100000.0, 121.32989501953125, -100000.0, 2.4046850204467773, 0.16268512606620789)
2024-10-10 11:45:00 -> (14466.244140625, 4496.45654296875, 800.5673217773438, 21.481351852416992, 3.777350902557373, 0.6853510141372681, -100000.0, 83.80571746826172, -100000.0, 2.344351053237915, 0.15735098719596863)
2024-10-10 11:50:00 -> (14558.091796875, 4427.2041015625, 787.0, 21.066017150878906, 3.5390169620513916, 0.6210170388221741, -100000.0, 180.23817443847656, -100000.0, 2.269016981124878, 0.15601703524589539)
2024-10-10 11:55:00 -> (14224.638671875, 4392.53173828125, 777.1116943359375, 21.97968101501465, 3.7136807441711426, 0.6266807913780212, -100000.0, 286.25244140625, -100000.0, 2.314680814743042, 0.13068081438541412)
2024-10-10 12:00:00 -> (14023.77734375, 4401.15625, 777.359375, 21.34535026550293, 3.6413495540618896, 0.6053494215011597, -100000.0, 181.08889770507812, -100000.0, 2.2583494186401367, 0.14934945106506348)
2024-10-10 12:05:00 -> (14150.17578125, 4483.314453125, 781.8646850585938, 19.087682723999023, 3.285682439804077, 0.6526824235916138, -100000.0, 148.45616149902344, -100000.0, 2.094682455062866, 0.15068241953849792)
2024-10-10 12:10:00 -> (14134.5517578125, 4567.8134765625, 787.231689453125, 20.083683013916016, 3.512683153152466, 0.5666830539703369, -100000.0, 241.28128051757812, -100000.0, 2.174683094024658, 0.15468306839466095)
2024-10-10 12:15:00 -> (14012.3828125, 4586.869140625, 806.5093383789062, 21.29035186767578, 3.611351251602173, 0.5863512754440308, -100000.0, 174.63140869140625, -100000.0, 2.239351272583008, 0.1653512716293335)
2024-10-10 12:20:00 -> (14816.4970703125, 4669.30517578125, 854.6790161132812, 21.14701271057129, 3.3790130615234375, 0.5780131816864014, -100000.0, 241.85357666015625, -100000.0, 2.1290130615234375, 0.12001316994428635)
2024-10-10 12:25:00 -> (15690.1298828125, 4826.2880859375, 921.5120239257812, 20.916019439697266, 3.3380203247070312, 0.5630202293395996, -100000.0, 183.63473510742188, -100000.0, 2.0630202293395996, 0.188020259141922)
2024-10-10 12:30:00 -> (15284.3798828125, 4859.00390625, 945.4417114257812, 20.910686492919922, 3.5706872940063477, 0.6066873073577881, -100000.0, 159.9145050048828, -100000.0, 2.222687244415283, 0.17868728935718536)
2024-10-10 12:35:00 -> (17999.28125, 4968.49658203125, 923.4353637695312, 22.23234748840332, 3.527348279953003, 0.6183483004570007, -100000.0, 172.4595489501953, -100000.0, 2.161348342895508, 0.1253482848405838)
2024-10-10 12:40:00 -> (16532.1328125, 4605.216796875, 874.4317016601562, 21.727684020996094, 3.57668399810791, 0.591684103012085, -100000.0, 232.75233459472656, -100000.0, 2.2326841354370117, 0.14668408036231995)
2024-10-10 12:45:00 -> (17690.875, 4633.5869140625, 895.8817138671875, 21.209686279296875, 3.428685426712036, 0.6286854147911072, -100000.0, 263.46710205078125, -100000.0, 2.1546854972839355, 0.1466854065656662)
2024-10-10 12:50:00 -> (19966.48046875, 4696.2509765625, 909.77001953125, 22.201019287109375, 3.505018472671509, 0.5930185317993164, -100000.0, 172.4546661376953, -100000.0, 2.169018507003784, 0.1480185091495514)
2024-10-10 12:55:00 -> (17961.888671875, 4497.47021484375, 888.8533325195312, 22.199356079101562, 3.6053552627563477, 0.6373552083969116, -100000.0, 281.64337158203125, -100000.0, 2.264355182647705, 0.17335519194602966)
2024-10-10 13:00:00 -> (17471.5859375, 4683.244140625, 926.7529907226562, 21.942018508911133, 3.4210190773010254, 0.585019052028656, -100000.0, 145.40367126464844, -100000.0, 2.134019136428833, 0.14801903069019318)
2024-10-10 13:05:00 -> (18941.181640625, 4953.73828125, 942.5343627929688, 22.30135726928711, 3.6013572216033936, 0.6943570971488953, -100000.0, 264.0463562011719, -100000.0, 2.2813570499420166, 0.17735710740089417)
2024-10-10 13:10:00 -> (20149.5859375, 4981.39599609375, 948.1380004882812, 22.375019073486328, 3.561018466949463, 0.5940184593200684, -100000.0, 162.3601837158203, -100000.0, 2.187018394470215, 0.14001844823360443)
2024-10-10 13:15:00 -> (19784.45703125, 5190.78125, 1023.3250122070312, 23.739023208618164, 3.522023916244507, 0.6210238337516785, -100000.0, 279.6737365722656, -100000.0, 2.187023878097534, 0.17202381789684296)
2024-10-10 13:20:00 -> (18897.75390625, 5293.68798828125, 1003.6950073242188, 23.02101707458496, 3.407017946243286, 0.5320180058479309, -100000.0, 355.9736022949219, -100000.0, 2.0830180644989014, 0.12801800668239594)
2024-10-10 13:25:00 -> (20041.7890625, 5937.978515625, 1121.0343017578125, 25.29535484313965, 3.4933555126190186, 0.6603555083274841, -100000.0, 250.11685180664062, -100000.0, 2.157355546951294, 0.15735551714897156)
2024-10-10 13:30:00 -> (22976.88671875, 6666.83984375, 1248.8826904296875, 27.362686157226562, 3.760686159133911, 0.6226862668991089, -100000.0, 333.44189453125, -100000.0, 2.3136863708496094, 0.13868626952171326)
2024-10-10 13:35:00 -> (25452.03515625, 7291.54541015625, 1313.4393310546875, 27.79335594177246, 3.6223554611206055, 0.633355438709259, -100000.0, 381.12982177734375, -100000.0, 2.2383553981781006, 0.1533554494380951)
2024-10-10 13:40:00 -> (27438.470703125, 7659.41650390625, 1314.6336669921875, 28.39868927001953, 3.772688388824463, 0.5956884026527405, -100000.0, 355.6206359863281, -100000.0, 2.3566884994506836, 0.15068839490413666)
2024-10-10 13:45:00 -> (28443.552734375, 7667.34765625, 1267.521728515625, 27.910688400268555, 3.6236884593963623, 0.6006885170936584, -100000.0, 318.6470947265625, -100000.0, 2.210688591003418, 0.14668850600719452)
2024-10-10 13:50:00 -> (28851.10546875, 7397.64453125, 1249.7877197265625, 28.214689254760742, 3.6556901931762695, 0.6266900897026062, -100000.0, 468.31793212890625, -100000.0, 2.236690044403076, 0.15869009494781494)
2024-10-10 13:55:00 -> (29203.0859375, 7385.0751953125, 1258.342041015625, 27.181020736694336, 3.481020450592041, 0.5880205035209656, -100000.0, 374.4681396484375, -100000.0, 2.1220204830169678, 0.14002051949501038)
2024-10-10 14:00:00 -> (27849.462890625, 7274.5244140625, 1204.9873046875, 26.807353973388672, 3.311354160308838, 0.4793541431427002, -100000.0, 429.5798645019531, -100000.0, 1.958354115486145, 0.14135414361953735)
2024-10-10 14:05:00 -> (32450.375, 7456.3701171875, 1145.736328125, 27.92435646057129, 3.7193562984466553, 0.5863564014434814, -100000.0, 446.9637451171875, -100000.0, 2.236356496810913, 0.1573563814163208)
2024-10-10 14:10:00 -> (32764.39453125, 7135.673828125, 1114.4156494140625, 28.230688095092773, 3.8036880493164062, 0.5826880931854248, -100000.0, 589.8280029296875, -100000.0, 2.308688163757324, 0.15068811178207397)
2024-10-10 14:15:00 -> (32337.16015625, 7308.22119140625, 1134.362060546875, 29.093017578125, 3.8200182914733887, 0.5450182557106018, -100000.0, 581.7557983398438, -100000.0, 2.295018196105957, 0.12801826000213623)
