X-point locations.
FORMAT:
YEAR    DAY    HOUR    MIN    RATE    DISTANCE
2024     84       8     35        nan     nan   
2024     84       8     40        nan     nan   
2024     84       8     45        nan     nan   
2024     84       8     50        nan     nan   
2024     84       8     55        nan     nan   
2024     84       9      0        nan     nan   
2024     84       9      5        nan     nan   
2024     84       9     10        nan     nan   
2024     84       9     15        nan     nan   
2024     84       9     20        nan     nan   
2024     84       9     25        nan     nan   
2024     84       9     30        nan     nan   
2024     84       9     35        nan     nan   
2024     84       9     40        nan     nan   
2024     84       9     45        nan     nan   
2024     84       9     50        nan     nan   
2024     84       9     55        nan     nan   
2024     84      10      0        nan     nan   
2024     84      10      5        nan     nan   
2024     84      10     10        nan     nan   
2024     84      10     15        nan     nan   
2024     84      10     20        nan     nan   
2024     84      10     25        nan     nan   
2024     84      10     30        nan     nan   
2024     84      10     35        nan     nan   
2024     84      10     40        nan     nan   
2024     84      10     45        nan     nan   
2024     84      10     50        nan     nan   
2024     84      10     55        nan     nan   
2024     84      11      0        nan     nan   
2024     84      11      5        nan     nan   
2024     84      11     10        nan     nan   
2024     84      11     15        nan     nan   
2024     84      11     20        nan     nan   
2024     84      11     25        nan     nan   
2024     84      11     30        nan     nan   
2024     84      11     35        nan     nan   
2024     84      11     40        nan     nan   
2024     84      11     45        nan     nan   
2024     84      11     50        nan     nan   
2024     84      11     55        nan     nan   
2024     84      12      0        nan     nan   
2024     84      12      5        nan     nan   
2024     84      12     10        nan     nan   
2024     84      12     15        nan     nan   
2024     84      12     20        nan     nan   
2024     84      12     25        nan     nan   
2024     84      12     30        nan     nan   
2024     84      12     35        nan     nan   
2024     84      12     40        nan     nan   
2024     84      12     45        nan     nan   
2024     84      12     50        nan     nan   
2024     84      12     55        nan     nan   
2024     84      13      0        nan     nan   
2024     84      13      5        nan     nan   
2024     84      13     10        nan     nan   
2024     84      13     15        nan     nan   
2024     84      13     20        nan     nan   
2024     84      13     25        nan     nan   
2024     84      13     30        nan     nan   
2024     84      13     35        nan     nan   
2024     84      13     40        nan     nan   
2024     84      13     45        nan     nan   
2024     84      13     50        nan     nan   
2024     84      13     55        nan     nan   
2024     84      14      0        nan     nan   
2024     84      14      5        nan     nan   
2024     84      14     10        nan     nan   
2024     84      14     15        nan     nan   
2024     84      14     20        nan     nan   
2024     84      14     25        nan     nan   
2024     84      14     30        nan     nan   
2024     84      14     35        nan     nan   
2024     84      14     40        nan     nan   
2024     84      14     45        nan     nan   
2024     84      14     50        2.21     9.710
2024     84      14     55        4.18     9.030
2024     84      15      0        2.24     9.210
2024     84      15      5        2.66     8.924
