|B| in magnetotail where x < -2.
FORMAT:
YEAR    DAY    HOUR    MIN    |B|
2024    284       9     35    Infinity
2024    284       9     40    237.4080
2024    284       9     45    240.3432
2024    284       9     50    240.5017
2024    284       9     55    240.0372
2024    284      10      0    238.6402
2024    284      10      5    241.4977
2024    284      10     10    242.3589
2024    284      10     15    242.9879
2024    284      10     20    243.3397
2024    284      10     25    243.8240
2024    284      10     30    245.5215
2024    284      10     35    246.2656
2024    284      10     40    245.7925
2024    284      10     45    245.6238
2024    284      10     50    246.7227
2024    284      10     55    247.0060
2024    284      11      0    247.1927
2024    284      11      5    246.0186
2024    284      11     10    247.4627
2024    284      11     15    246.0642
2024    284      11     20    246.0856
2024    284      11     25    244.2611
2024    284      11     30    245.5645
2024    284      11     35    245.1420
2024    284      11     40    245.7546
2024    284      11     45    246.7413
2024    284      11     50    247.4615
2024    284      11     55    247.4955
2024    284      12      0    248.4142
2024    284      12      5    248.9830
2024    284      12     10    250.1126
2024    284      12     15    250.6675
2024    284      12     20    250.9166
2024    284      12     25    251.6117
2024    284      12     30    252.1544
2024    284      12     35    252.4862
2024    284      12     40    252.9059
2024    284      12     45    252.5253
2024    284      12     50    252.4277
2024    284      12     55    252.4332
2024    284      13      0    252.6244
2024    284      13      5    252.6237
2024    284      13     10    252.9170
2024    284      13     15    253.1066
2024    284      13     20    253.9815
2024    284      13     25    254.0177
2024    284      13     30    253.8207
2024    284      13     35    253.5989
2024    284      13     40    253.6326
2024    284      13     45    254.5309
2024    284      13     50    253.9046
2024    284      13     55    254.6958
2024    284      14      0    254.1172
2024    284      14      5    254.4051
2024    284      14     10    253.7166
2024    284      14     15    255.2473
2024    284      14     20    255.9455
2024    284      14     25    256.4312
2024    284      14     30    258.3605
2024    284      14     35    256.8115
2024    284      14     40    257.8045
2024    284      14     45    259.3331
2024    284      14     50    258.3998
2024    284      14     55    257.3756
2024    284      15      0    258.5213
2024    284      15      5    259.5135
2024    284      15     10    257.4888
2024    284      15     15    257.7709
2024    284      15     20    255.2181
2024    284      15     25    273.3603
2024    284      15     30    287.2626
2024    284      15     35    293.3612
2024    284      15     40    309.6299
2024    284      15     45    317.2891
2024    284      15     50    326.3494
2024    284      15     55    334.6950
2024    284      16      0    334.5745
2024    284      16      5    331.4770
2024    284      16     10    338.5885
2024    284      16     15    339.3653
2024    284      16     20    344.1220
2024    284      16     25    342.8064
2024    284      16     30    346.5365
2024    284      16     35    354.2618
2024    284      16     40    363.0091
2024    284      16     45    365.4649
2024    284      16     50    364.0117
2024    284      16     55    368.7360
2024    284      17      0    361.6794
2024    284      17      5    357.5638
2024    284      17     10    351.4884
2024    284      17     15    348.6542
2024    284      17     20    341.9432
2024    284      17     25    342.1641
2024    284      17     30    339.3599
2024    284      17     35    339.4413
2024    284      17     40    340.9826
2024    284      17     45    342.9917
2024    284      17     50    346.6324
2024    284      17     55    349.7964
2024    284      18      0    353.7865
2024    284      18      5    355.9418
2024    284      18     10    357.9969
2024    284      18     15    359.6195
2024    284      18     20    361.9642
2024    284      18     25    362.5349
2024    284      18     30    364.5912
2024    284      18     35    368.0311
2024    284      18     40    366.3469
2024    284      18     45    363.9061
2024    284      18     50    362.7754
2024    284      18     55    360.5858
2024    284      19      0    364.0502
2024    284      19      5    360.0901
2024    284      19     10    349.6633
2024    284      19     15    349.2777
2024    284      19     20    353.6856
2024    284      19     25    350.6792
2024    284      19     30    349.0248
2024    284      19     35    350.5092
2024    284      19     40    350.0978
2024    284      19     45    351.1490
2024    284      19     50    353.2995
2024    284      19     55    357.2268
2024    284      20      0    359.0557
2024    284      20      5    355.9793
2024    284      20     10    355.9877
2024    284      20     15    358.7260
2024    284      20     20    364.8422
2024    284      20     25    361.5480
2024    284      20     30    362.9488
2024    284      20     35    369.9312
2024    284      20     40    368.7735
2024    284      20     45    369.2885
2024    284      20     50    371.0599
2024    284      20     55    370.3080
2024    284      21      0    373.9748
2024    284      21      5    373.4258
2024    284      21     10    369.4875
2024    284      21     15    365.1288
2024    284      21     20    363.9464
2024    284      21     25    357.2915
2024    284      21     30    359.6269
2024    284      21     35    355.0607
2024    284      21     40    354.2150
2024    284      21     45    357.6495
2024    284      21     50    360.8882
2024    284      21     55    363.0099
2024    284      22      0    361.9554
2024    284      22      5    352.0075
2024    284      22     10    351.4747
2024    284      22     15    354.6151
2024    284      22     20    358.7375
2024    284      22     25    352.4176
2024    284      22     30    351.2110
2024    284      22     35    355.1648
2024    284      22     40    357.4412
2024    284      22     45    331.7674
2024    284      22     50    334.3062
2024    284      22     55    339.4783
2024    284      23      0    342.0186
2024    284      23      5    350.8536
2024    284      23     10    356.2594
2024    284      23     15    357.5069
2024    284      23     20    369.7558
2024    284      23     25    373.1976
2024    284      23     30    369.2342
2024    284      23     35    363.8751
2024    284      23     40    360.0576
2024    284      23     45    354.6633
2024    284      23     50    351.0623
2024    284      23     55    346.4048
2024    285       0      0    346.3186
2024    285       0      5    348.1466
2024    285       0     10    351.1058
2024    285       0     15    351.4123
2024    285       0     20    351.1335
2024    285       0     25    353.5067
2024    285       0     30    355.0206
2024    285       0     35    362.2401
2024    285       0     40    375.5351
2024    285       0     45    375.1583
2024    285       0     50    374.2951
2024    285       0     55    374.4536
2024    285       1      0    372.0335
2024    285       1      5    366.7279
2024    285       1     10    366.1112
2024    285       1     15    367.6492
2024    285       1     20    367.9117
2024    285       1     25    367.3909
2024    285       1     30    365.5642
2024    285       1     35    370.8613
2024    285       1     40    367.7541
2024    285       1     45    363.6483
2024    285       1     50    363.7307
2024    285       1     55    363.6584
2024    285       2      0    361.1347
2024    285       2      5    359.1541
2024    285       2     10    355.2195
2024    285       2     15    353.3198
2024    285       2     20    349.4451
2024    285       2     25    343.6061
2024    285       2     30    336.0474
2024    285       2     35    337.1519
2024    285       2     40    337.9202
2024    285       2     45    334.3213
2024    285       2     50    332.0067
