2024 132  8  0  -12.66   17.95  -34.37  -720.9   -14.8   -16.9  14.34  294729. -401.0    0    0  0.2059  14.45  11.66  11.21  46.79  33.46  16.30  96.93
2024 132  9  0  -13.87    2.12  -30.91  -448.6     1.1    -0.8   0.37   19782. -362.0    0    0  0.2398   0.14  11.66   8.32  48.20  32.36   8.68  26.60
2024 132 10  0   -0.89  -15.28  -13.29  -690.6    -3.5    22.3  24.63  191742. -307.0    0    0  0.2787  22.78   4.10   2.79  42.11   6.47   3.61  24.90
2024 132 11  0  -16.21  -20.26  -13.20  -781.6   -35.1   -48.3  23.78  205204. -319.0    0    0  0.3203  28.30   2.83   1.98  37.67   4.98   3.40  21.43
2024 132 12  0   -8.93   10.71  -21.49  -795.2   -25.3   -23.0  15.99  190977. -274.0    0    0  0.3618  19.62  10.06   8.54  39.26  28.40  15.51  69.09
2024 132 13  0   -7.59    9.95  -23.23  -779.6   -65.0   -11.4  17.35  256988. -289.0    0    0  0.4004  20.57  11.82   9.23  41.59  32.59  15.45  60.82
2024 132 14  0  -10.31    9.03  -19.26  -471.5     1.3    -0.9   2.30  161795. -307.0    0    0  0.4335   0.99   7.52   4.60  40.48  14.93   4.64  17.79
2024 132 15  0  -10.97    1.63  -10.72  -474.1     1.3    -0.9   2.52  181234. -274.0    0    0  0.4584   1.10   2.63   1.56  35.02   3.24   1.81   1.35
2024 132 16  0   -7.88   -8.81   -4.22  -482.8     1.4    -1.0   6.00  431649. -286.0    0    0  0.4732   2.71   1.57   1.15  30.21   1.69   1.35   1.37
2024 132 17  0   -6.33   -5.40   -0.65  -466.3     1.4    -0.9   2.30  161356. -281.0    0    0  0.4767   0.97   1.07   0.77  25.99   0.96   0.80   1.08
2024 132 18  0    7.42   14.12    4.17  -495.4     1.1    -1.4   2.04  114112. -227.0    0    0  0.4685   0.97   0.17   0.04  22.16   0.06   0.01   0.03
2024 132 19  0    4.21   -2.13    8.32  -495.9     1.5    -1.0   1.88  100333. -192.0    0    0  0.4495   0.90   0.54   0.46  19.02   0.82   0.49   0.35
2024 132 20  0    4.43    3.16   -5.25  -472.6     1.5    -1.0   2.64  211087. -228.0    0    0  0.4211   1.14   0.55   0.59  16.29   0.80   1.04   0.65
2024 132 21  0  -11.34   -1.18    9.26  -470.9     1.5    -1.0   2.76  213808. -180.0    0    0  0.3857   1.19   0.55   0.35  14.03   0.52   0.23   0.26
2024 132 22  0   -2.05    6.67    8.36  -471.5     1.5    -1.0   2.55  212344. -170.0    0    0  0.3458   1.10   0.15   0.10  11.98   0.12   0.19   0.12
2024 132 23  0    6.14    6.92    1.14  -507.8     1.6    -1.1   5.17  362359. -181.0    0    0  0.3043   2.58   0.10   0.09  10.22   0.08   0.14   0.40
