|B| in magnetotail where x < -2.
FORMAT:
YEAR    DAY    HOUR    MIN    |B|
2024    131      11     35    ********
2024    131      11     40    141.0199
2024    131      11     45    140.5296
2024    131      11     50    140.8099
2024    131      11     55    140.9530
2024    131      12      0    140.8285
2024    131      12      5    140.5966
2024    131      12     10    141.9135
2024    131      12     15    140.0138
2024    131      12     20    140.6201
2024    131      12     25    140.3486
2024    131      12     30    141.3027
2024    131      12     35    141.3482
2024    131      12     40    140.6713
2024    131      12     45    140.6425
2024    131      12     50    140.7299
2024    131      12     55    140.7021
2024    131      13      0    140.6594
2024    131      13      5    140.6403
2024    131      13     10    140.5786
2024    131      13     15    140.5106
2024    131      13     20    141.4042
2024    131      13     25    141.0402
2024    131      13     30    140.8408
2024    131      13     35    140.7369
2024    131      13     40    140.6625
2024    131      13     45    140.5016
2024    131      13     50    140.8076
2024    131      13     55    140.1226
2024    131      14      0    141.5397
2024    131      14      5    139.3859
2024    131      14     10    140.0456
2024    131      14     15    139.5852
2024    131      14     20    140.2144
2024    131      14     25    139.9876
2024    131      14     30    139.7646
2024    131      14     35    140.2001
2024    131      14     40    139.0678
2024    131      14     45    138.7481
2024    131      14     50    139.5041
2024    131      14     55    140.0945
2024    131      15      0    141.9304
2024    131      15      5    141.1158
2024    131      15     10    143.2469
2024    131      15     15    146.0864
2024    131      15     20    147.6489
2024    131      15     25    147.8802
2024    131      15     30    150.2676
2024    131      15     35    150.8700
2024    131      15     40    151.7586
2024    131      15     45    152.3161
2024    131      15     50    152.1338
2024    131      15     55    151.5926
2024    131      16      0    151.9891
2024    131      16      5    151.8574
2024    131      16     10    151.7395
2024    131      16     15    151.5229
2024    131      16     20    152.4842
2024    131      16     25    152.1501
2024    131      16     30    152.2526
2024    131      16     35    151.7902
2024    131      16     40    152.9535
2024    131      16     45    151.8860
2024    131      16     50    153.1131
2024    131      16     55    152.9406
2024    131      17      0    152.7359
2024    131      17      5    150.0502
2024    131      17     10    180.6581
2024    131      17     15    173.3346
2024    131      17     20    178.0939
2024    131      17     25    168.9176
2024    131      17     30    163.3381
2024    131      17     35    166.5538
2024    131      17     40    177.2044
2024    131      17     45    186.4575
2024    131      17     50    197.5040
2024    131      17     55    204.7369
2024    131      18      0    209.6455
2024    131      18      5    210.6732
2024    131      18     10    222.7027
2024    131      18     15    209.8236
2024    131      18     20    210.4142
2024    131      18     25    211.1448
2024    131      18     30    224.2035
2024    131      18     35    253.8668
2024    131      18     40    249.1777
2024    131      18     45    247.0345
2024    131      18     50    247.5269
2024    131      18     55    248.3985
2024    131      19      0    240.0055
2024    131      19      5    237.3585
2024    131      19     10    239.3486
2024    131      19     15    242.5287
2024    131      19     20    241.7703
2024    131      19     25    247.9974
2024    131      19     30    240.7357
2024    131      19     35    242.3184
2024    131      19     40    239.1398
2024    131      19     45    253.1209
2024    131      19     50    248.8533
2024    131      19     55    256.9061
2024    131      20      0    261.9184
2024    131      20      5    266.3654
2024    131      20     10    273.6133
2024    131      20     15    274.9343
2024    131      20     20    280.7851
2024    131      20     25    278.2505
2024    131      20     30    275.1085
2024    131      20     35    272.7681
2024    131      20     40    270.6022
2024    131      20     45    269.1582
2024    131      20     50    267.2066
2024    131      20     55    269.7788
2024    131      21      0    277.5933
2024    131      21      5    270.5365
2024    131      21     10    271.7401
2024    131      21     15    271.1818
2024    131      21     20    273.9825
2024    131      21     25    275.0996
2024    131      21     30    275.7181
2024    131      21     35    280.0288
2024    131      21     40    282.5404
2024    131      21     45    286.4828
2024    131      21     50    276.6994
2024    131      21     55    267.3120
2024    131      22      0    264.3391
2024    131      22      5    264.8969
2024    131      22     10    265.4954
2024    131      22     15    285.3314
2024    131      22     20    281.8412
2024    131      22     25    287.3941
2024    131      22     30    289.4076
2024    131      22     35    283.8583
2024    131      22     40    283.7025
2024    131      22     45    281.4140
2024    131      22     50    285.1344
2024    131      22     55    271.4168
2024    131      23      0    276.3188
2024    131      23      5    290.5401
2024    131      23     10    291.9129
2024    131      23     15    297.9285
2024    131      23     20    300.9145
2024    131      23     25    303.8023
2024    131      23     30    307.8179
2024    131      23     35    310.0275
2024    131      23     40    313.0609
2024    131      23     45    313.4050
2024    131      23     50    310.2863
2024    131      23     55    300.4503
2024    132       0      0    284.3876
2024    132       0      5    269.5781
2024    132       0     10    262.0471
2024    132       0     15    262.7230
2024    132       0     20    269.2949
2024    132       0     25    288.4258
2024    132       0     30    294.4997
2024    132       0     35    302.4165
2024    132       0     40    303.9515
2024    132       0     45    301.1921
2024    132       0     50    306.0630
2024    132       0     55    310.1242
2024    132       1      0    313.5004
2024    132       1      5    313.0297
2024    132       1     10    313.0148
2024    132       1     15    316.1746
2024    132       1     20    318.5097
2024    132       1     25    309.8155
2024    132       1     30    321.7050
2024    132       1     35    326.7483
2024    132       1     40    325.4919
2024    132       1     45    330.4346
2024    132       1     50    341.3414
2024    132       1     55    340.1249
2024    132       2      0    337.0433
2024    132       2      5    340.4618
2024    132       2     10    344.7840
2024    132       2     15    349.6078
2024    132       2     20    354.8668
2024    132       2     25    354.2594
2024    132       2     30    354.0404
2024    132       2     35    346.3341
2024    132       2     40    341.3325
2024    132       2     45    340.8751
2024    132       2     50    336.9440
2024    132       2     55    326.5213
2024    132       3      0    327.5350
2024    132       3      5    319.7010
2024    132       3     10    306.2028
2024    132       3     15    296.2409
2024    132       3     20    302.5179
2024    132       3     25    319.0117
2024    132       3     30    306.5359
2024    132       3     35    274.0308
2024    132       3     40    275.7596
2024    132       3     45    271.2708
2024    132       3     50    268.2727
2024    132       3     55    266.5314
2024    132       4      0    268.5890
2024    132       4      5    269.0744
2024    132       4     10    273.7115
2024    132       4     15    273.4133
2024    132       4     20    271.6236
2024    132       4     25    273.4834
2024    132       4     30    287.4685
2024    132       4     35    277.3562
2024    132       4     40    278.7063
2024    132       4     45    289.6573
2024    132       4     50    287.4880
2024    132       4     55    277.8003
2024    132       5      0    264.9729
2024    132       5      5    265.3020
2024    132       5     10    263.9473
2024    132       5     15    284.3578
2024    132       5     20    279.8792
2024    132       5     25    273.4677
2024    132       5     30    271.6775
2024    132       5     35    270.7675
2024    132       5     40    269.7195
2024    132       5     45    267.0227
2024    132       5     50    279.2950
2024    132       5     55    277.4461
2024    132       6      0    272.2983
2024    132       6      5    274.0744
2024    132       6     10    276.7483
2024    132       6     15    280.4976
2024    132       6     20    282.1953
2024    132       6     25    286.9825
2024    132       6     30    289.0610
2024    132       6     35    298.3269
2024    132       6     40    297.8979
2024    132       6     45    294.6681
2024    132       6     50    297.3306
2024    132       6     55    299.8410
2024    132       7      0    306.5159
2024    132       7      5    315.0593
2024    132       7     10    320.3862
2024    132       7     15    323.9258
2024    132       7     20    324.5129
2024    132       7     25    324.5511
2024    132       7     30    323.6609
2024    132       7     35    322.3022
2024    132       7     40    311.3881
2024    132       7     45    305.6521
2024    132       7     50    311.2712
2024    132       7     55    305.4434
2024    132       8      0    299.3170
2024    132       8      5    292.1786
2024    132       8     10    289.5549
2024    132       8     15    288.0064
2024    132       8     20    293.7074
2024    132       8     25    295.6718
2024    132       8     30    295.8740
2024    132       8     35    280.3105
2024    132       8     40    269.9763
2024    132       8     45    278.0568
2024    132       8     50    278.8405
2024    132       8     55    283.6725
2024    132       9      0    285.5425
2024    132       9      5    285.6141
2024    132       9     10    274.4607
2024    132       9     15    270.3400
2024    132       9     20    286.0977
2024    132       9     25    266.5430
2024    132       9     30    280.4507
2024    132       9     35    294.4443
2024    132       9     40    294.0639
2024    132       9     45    305.3164
2024    132       9     50    284.9558
2024    132       9     55    285.0175
2024    132      10      0    283.4914
2024    132      10      5    283.3817
2024    132      10     10    284.7394
2024    132      10     15    285.4358
2024    132      10     20    284.5390
2024    132      10     25    283.6340
2024    132      10     30    282.3476
2024    132      10     35    281.7266
2024    132      10     40    290.5723
2024    132      10     45    303.4260
2024    132      10     50    281.3205
2024    132      10     55    285.6776
2024    132      11      0    274.9295
2024    132      11      5    267.8682
2024    132      11     10    263.9209
2024    132      11     15    264.9000
2024    132      11     20    265.9310
2024    132      11     25    262.7066
2024    132      11     30    258.5337
2024    132      11     35    252.9619
2024    132      11     40    251.0499
2024    132      11     45    243.1846
2024    132      11     50    244.3011
2024    132      11     55    249.4066
2024    132      12      0    256.4233
2024    132      12      5    261.4021
2024    132      12     10    263.2876
2024    132      12     15    262.6074
2024    132      12     20    263.7463
2024    132      12     25    265.1916
2024    132      12     30    265.7557
2024    132      12     35    266.6406
2024    132      12     40    266.3072
2024    132      12     45    262.2780
2024    132      12     50    265.4107
2024    132      12     55    263.7339
2024    132      13      0    261.1967
2024    132      13      5    261.0761
2024    132      13     10    265.3370
2024    132      13     15    263.1370
2024    132      13     20    266.7971
2024    132      13     25    269.2839
2024    132      13     30    273.3395
2024    132      13     35    274.5550
2024    132      13     40    273.8564
2024    132      13     45    273.5926
2024    132      13     50    274.3231
2024    132      13     55    270.7223
2024    132      14      0    269.7070
2024    132      14      5    268.6507
