|B| in magnetotail where x < -2.
FORMAT:
YEAR    DAY    HOUR    MIN    |B|
2018    238      18     45    ********
2018    238      18     50    159.6546
2018    238      18     55    159.0350
2018    238      19      0    159.1737
2018    238      19      5    158.4276
2018    238      19     10    159.5905
2018    238      19     15    160.2784
2018    238      19     20    160.7680
2018    238      19     25    161.3225
2018    238      19     30    160.6790
2018    238      19     35    161.5926
2018    238      19     40    161.5689
2018    238      19     45    161.9372
2018    238      19     50    161.8395
2018    238      19     55    160.8033
2018    238      20      0    161.3741
2018    238      20      5    160.9009
2018    238      20     10    161.9317
2018    238      20     15    161.0563
2018    238      20     20    160.2402
2018    238      20     25    159.6419
2018    238      20     30    158.8861
2018    238      20     35    158.2226
2018    238      20     40    156.7516
2018    238      20     45    155.9156
2018    238      20     50    154.9910
2018    238      20     55    153.9616
2018    238      21      0    153.4081
2018    238      21      5    153.1369
2018    238      21     10    154.1104
2018    238      21     15    153.4166
2018    238      21     20    154.1026
2018    238      21     25    153.9834
2018    238      21     30    154.0176
2018    238      21     35    152.7265
2018    238      21     40    151.8580
2018    238      21     45    150.8014
2018    238      21     50    149.7572
2018    238      21     55    148.5221
2018    238      22      0    147.1528
2018    238      22      5    147.9131
2018    238      22     10    146.7906
2018    238      22     15    145.9405
2018    238      22     20    145.8587
2018    238      22     25    144.6535
2018    238      22     30    144.0021
2018    238      22     35    143.2050
2018    238      22     40    142.5914
2018    238      22     45    143.8047
2018    238      22     50    143.1053
2018    238      22     55    142.1167
2018    238      23      0    141.5756
2018    238      23      5    140.9785
2018    238      23     10    141.1837
2018    238      23     15    141.1279
2018    238      23     20    140.9020
2018    238      23     25    141.0820
2018    238      23     30    140.3680
2018    238      23     35    140.9972
2018    238      23     40    140.7235
2018    238      23     45    140.7502
2018    238      23     50    140.8471
2018    238      23     55    139.8482
2018    239       0      0    139.9439
2018    239       0      5    139.4433
2018    239       0     10    139.2211
2018    239       0     15    138.5588
2018    239       0     20    138.5593
2018    239       0     25    138.1826
2018    239       0     30    138.1631
2018    239       0     35    137.6744
2018    239       0     40    137.9413
2018    239       0     45    138.2607
2018    239       0     50    138.8599
2018    239       0     55    138.5964
2018    239       1      0    139.0650
2018    239       1      5    139.8043
2018    239       1     10    140.2043
2018    239       1     15    140.0598
2018    239       1     20    139.8760
2018    239       1     25    139.0856
2018    239       1     30    139.3694
2018    239       1     35    139.7087
2018    239       1     40    139.7071
2018    239       1     45    139.0161
2018    239       1     50    137.7080
2018    239       1     55    138.4725
2018    239       2      0    137.4503
2018    239       2      5    138.2096
2018    239       2     10    138.0632
2018    239       2     15    137.3923
2018    239       2     20    137.9507
2018    239       2     25    137.9428
2018    239       2     30    138.5959
2018    239       2     35    138.1522
2018    239       2     40    138.3588
2018    239       2     45    137.1434
2018    239       2     50    135.7005
2018    239       2     55    136.4841
2018    239       3      0    136.4122
2018    239       3      5    135.3787
2018    239       3     10    136.3748
2018    239       3     15    137.8460
2018    239       3     20    136.8803
2018    239       3     25    138.8681
2018    239       3     30    139.5103
2018    239       3     35    140.7129
2018    239       3     40    142.2958
2018    239       3     45    142.3804
2018    239       3     50    142.1334
2018    239       3     55    142.3478
2018    239       4      0    141.9786
2018    239       4      5    142.1922
2018    239       4     10    142.2902
2018    239       4     15    141.5157
2018    239       4     20    141.4464
2018    239       4     25    141.1352
2018    239       4     30    141.0261
2018    239       4     35    140.8591
2018    239       4     40    141.2207
2018    239       4     45    141.5487
2018    239       4     50    141.8170
2018    239       4     55    141.1980
2018    239       5      0    141.4182
2018    239       5      5    141.2216
2018    239       5     10    141.3165
2018    239       5     15    140.9335
2018    239       5     20    141.5720
2018    239       5     25    142.1725
2018    239       5     30    142.5540
2018    239       5     35    141.6747
2018    239       5     40    141.6895
2018    239       5     45    141.6266
2018    239       5     50    141.5086
2018    239       5     55    141.1982
2018    239       6      0    141.2229
2018    239       6      5    142.4682
2018    239       6     10    142.9668
2018    239       6     15    144.1890
2018    239       6     20    144.9008
2018    239       6     25    145.9916
2018    239       6     30    147.0098
2018    239       6     35    147.0510
2018    239       6     40    147.1733
2018    239       6     45    147.9649
2018    239       6     50    148.3144
2018    239       6     55    148.2745
2018    239       7      0    147.9600
2018    239       7      5    148.0816
2018    239       7     10    149.3318
2018    239       7     15    149.4099
2018    239       7     20    149.4898
2018    239       7     25    149.2493
2018    239       7     30    149.5590
2018    239       7     35    149.9672
2018    239       7     40    149.9436
2018    239       7     45    149.5640
2018    239       7     50    149.3445
2018    239       7     55    149.2097
2018    239       8      0    149.0295
2018    239       8      5    149.2124
2018    239       8     10    149.0679
2018    239       8     15    148.8430
2018    239       8     20    148.8151
2018    239       8     25    148.6787
2018    239       8     30    148.8759
2018    239       8     35    149.3665
2018    239       8     40    149.5566
