goesp_part_flux_P5M: (time -> (P1, P5, P10, P30, P50, P100, E_8, E2_0, E4_0, P60, P500))
2023-02-26 00:00:00 -> (246.1196746826172, 55.63467788696289, 36.29267883300781, 7.254678249359131, 1.5336782932281494, 0.3046782910823822, -100000.0, 52.99320602416992, -100000.0, 0.8646782636642456, 0.2266782820224762)
2023-02-26 00:05:00 -> (237.6646728515625, 49.38867950439453, 31.98267936706543, 6.967679023742676, 1.524679183959961, 0.2946792244911194, -100000.0, 4.0, -100000.0, 0.8526792526245117, 0.24267923831939697)
2023-02-26 00:10:00 -> (215.531005859375, 48.85601043701172, 32.74000930786133, 6.68501091003418, 1.3980110883712769, 0.27001112699508667, -100000.0, 4.0, -100000.0, 0.7630111575126648, 0.2200111299753189)
2023-02-26 00:15:00 -> (242.6680145263672, 51.713008880615234, 34.17700958251953, 6.479010581970215, 1.4230105876922607, 0.2570105791091919, -100000.0, 4.0, -100000.0, 0.7930105924606323, 0.21201059222221375)
2023-02-26 00:20:00 -> (255.281005859375, 53.86901092529297, 35.692012786865234, 6.697011470794678, 1.5120116472244263, 0.28301164507865906, -100000.0, 4.0, -100000.0, 0.8510116338729858, 0.23201163113117218)
2023-02-26 00:25:00 -> (249.93067932128906, 60.36167907714844, 40.4456787109375, 7.329677581787109, 1.5796775817871094, 0.2706775963306427, -100000.0, 71.25334930419922, -100000.0, 0.852677583694458, 0.2186776101589203)
2023-02-26 00:30:00 -> (285.21002197265625, 64.55701446533203, 41.9730110168457, 7.423011779785156, 1.4960119724273682, 0.31001195311546326, -100000.0, 4.0, -100000.0, 0.8150119781494141, 0.23601195216178894)
2023-02-26 00:35:00 -> (276.426025390625, 63.57701110839844, 41.024009704589844, 6.558010578155518, 1.3710107803344727, 0.2820107638835907, -100000.0, 77.83609008789062, -100000.0, 0.7440107464790344, 0.22001075744628906)
2023-02-26 00:40:00 -> (282.4430236816406, 65.42900848388672, 41.60601043701172, 6.672010898590088, 1.355010986328125, 0.2680109143257141, -100000.0, 71.39220428466797, -100000.0, 0.7540109157562256, 0.2160109281539917)
2023-02-26 00:45:00 -> (288.71600341796875, 69.12100982666016, 43.44200897216797, 6.61700963973999, 1.3170098066329956, 0.25900983810424805, -100000.0, 82.94839477539062, -100000.0, 0.7350098490715027, 0.20400983095169067)
2023-02-26 00:50:00 -> (307.5570068359375, 65.49301147460938, 41.11101150512695, 6.546010971069336, 1.3480108976364136, 0.2630109488964081, -100000.0, 40.16742706298828, -100000.0, 0.7580109238624573, 0.22401094436645508)
2023-02-26 00:55:00 -> (332.83868408203125, 70.73667907714844, 42.57667541503906, 6.150676727294922, 1.2616769075393677, 0.2626769244670868, -100000.0, 56.343162536621094, -100000.0, 0.6986769437789917, 0.2066769301891327)
2023-02-26 01:00:00 -> (343.11767578125, 71.29267883300781, 44.19267654418945, 6.8876776695251465, 1.318677544593811, 0.28067758679389954, -100000.0, 4.0, -100000.0, 0.7226775884628296, 0.2226775735616684)
2023-02-26 01:05:00 -> (350.7860107421875, 76.56401062011719, 46.64101028442383, 6.664010047912598, 1.328010082244873, 0.2750100791454315, -100000.0, 22.972864151000977, -100000.0, 0.7240101099014282, 0.21601009368896484)
2023-02-26 01:10:00 -> (352.8246765136719, 70.82667541503906, 41.8046760559082, 6.192677021026611, 1.2156767845153809, 0.2706768214702606, -100000.0, 4.0, -100000.0, 0.6946768164634705, 0.21067681908607483)
2023-02-26 01:15:00 -> (339.4293518066406, 69.86434173583984, 40.66734313964844, 5.989344596862793, 1.291344404220581, 0.2623443901538849, -100000.0, 20.39728355407715, -100000.0, 0.7343444228172302, 0.22534440457820892)
2023-02-26 01:20:00 -> (344.6143493652344, 72.20234680175781, 40.00534439086914, 6.062344551086426, 1.1983447074890137, 0.3033447563648224, -100000.0, 15.657055854797363, -100000.0, 0.6733447313308716, 0.23334474861621857)
2023-02-26 01:25:00 -> (344.5420227050781, 74.92700958251953, 39.83601379394531, 6.022012233734131, 1.2960124015808105, 0.31201234459877014, -100000.0, 4.0, -100000.0, 0.7350123524665833, 0.26001235842704773)
2023-02-26 01:30:00 -> (359.2870178222656, 76.36601257324219, 42.13800811767578, 5.605009078979492, 1.1640092134475708, 0.2410092055797577, -100000.0, 43.596370697021484, -100000.0, 0.6310092210769653, 0.19600920379161835)
2023-02-26 01:35:00 -> (363.4250183105469, 76.05101013183594, 40.96200942993164, 6.052010536193848, 1.2270103693008423, 0.26301032304763794, -100000.0, 9.63029956817627, -100000.0, 0.6640103459358215, 0.21601031720638275)
2023-02-26 01:40:00 -> (347.5660095214844, 75.45001220703125, 39.83101272583008, 5.439011096954346, 1.1510111093521118, 0.2860110402107239, -100000.0, 4.0, -100000.0, 0.6920110583305359, 0.23201104998588562)
2023-02-26 01:45:00 -> (346.5883483886719, 77.0283432006836, 41.21834182739258, 5.594343185424805, 1.1323432922363281, 0.2553432881832123, -100000.0, 7.378486633300781, -100000.0, 0.6253433227539062, 0.2173433005809784)
2023-02-26 01:50:00 -> (326.1396789550781, 79.20867919921875, 42.221675872802734, 5.505677223205566, 1.0806770324707031, 0.261677086353302, -100000.0, 27.24054527282715, -100000.0, 0.6006770730018616, 0.2186770737171173)
2023-02-26 01:55:00 -> (309.7056884765625, 80.55667877197266, 43.064674377441406, 5.330676078796387, 1.0786762237548828, 0.24067619442939758, -100000.0, 38.69086837768555, -100000.0, 0.5956761837005615, 0.2066762000322342)
