goesp_part_flux_P5M: (time -> (P1, P5, P10, P30, P50, P100, E_8, E2_0, E4_0, P60, P500))
2024-08-11 00:00:00 -> (14.405339241027832, 0.19733965396881104, 0.19233965873718262, 0.18533965945243835, 0.18433965742588043, 0.1833396553993225, -100000.0, 4.0, -100000.0, 0.18433965742588043, 0.15333965420722961)
2024-08-11 00:05:00 -> (12.696340560913086, 0.22134099900722504, 0.21634100377559662, 0.20934100449085236, 0.20834100246429443, 0.2063409984111786, -100000.0, 30.20740509033203, -100000.0, 0.20834100246429443, 0.19334100186824799)
2024-08-11 00:10:00 -> (13.469339370727539, 0.18133944272994995, 0.17633943259716034, 0.16933943331241608, 0.16833943128585815, 0.16533944010734558, -100000.0, 33.36321258544922, -100000.0, 0.16733944416046143, 0.1493394374847412)
2024-08-11 00:15:00 -> (13.87100887298584, 0.2280084192752838, 0.2230084240436554, 0.21600842475891113, 0.21600842475891113, 0.2140084207057953, -100000.0, 26.76730728149414, -100000.0, 0.2150084227323532, 0.20800842344760895)
2024-08-11 00:20:00 -> (12.514341354370117, 0.21634134650230408, 0.21134135127067566, 0.2043413519859314, 0.20334134995937347, 0.2003413438796997, -100000.0, 4.0, -100000.0, 0.20334134995937347, 0.19334134459495544)
2024-08-11 00:25:00 -> (12.614338874816895, 0.17533907294273376, 0.17033907771110535, 0.16333907842636108, 0.16233907639980316, 0.16133907437324524, -100000.0, 18.719858169555664, -100000.0, 0.16233907639980316, 0.14533907175064087)
2024-08-11 00:30:00 -> (13.409673690795898, 0.19167351722717285, 0.18667350709438324, 0.17967350780963898, 0.17967350780963898, 0.17567351460456848, -100000.0, 4.0, -100000.0, 0.17867350578308105, 0.16667351126670837)
2024-08-11 00:35:00 -> (11.872007369995117, 0.2080070525407791, 0.2030070573091507, 0.19600705802440643, 0.1950070559978485, 0.1940070539712906, -100000.0, 44.81613540649414, -100000.0, 0.1950070559978485, 0.17200705409049988)
2024-08-11 00:40:00 -> (12.10467529296875, 0.23067501187324524, 0.22567500174045563, 0.21867500245571136, 0.21767500042915344, 0.2166750133037567, -100000.0, 7.439290523529053, -100000.0, 0.21767500042915344, 0.1986750066280365)
2024-08-11 00:45:00 -> (12.511673927307129, 0.21067427098751068, 0.20567427575588226, 0.198674276471138, 0.19767427444458008, 0.19667427241802216, -100000.0, 34.01243209838867, -100000.0, 0.19767427444458008, 0.19067427515983582)
2024-08-11 00:50:00 -> (12.354340553283691, 0.19734029471874237, 0.19234029948711395, 0.1853403002023697, 0.18434029817581177, 0.1773402988910675, -100000.0, 4.0, -100000.0, 0.18334029614925385, 0.16934029757976532)
2024-08-11 00:55:00 -> (12.954007148742676, 0.19600684940814972, 0.19000685214996338, 0.18300685286521912, 0.18300685286521912, 0.1820068508386612, -100000.0, 6.787663459777832, -100000.0, 0.1820068508386612, 0.17200684547424316)
2024-08-11 01:00:00 -> (11.241339683532715, 0.18133988976478577, 0.17633989453315735, 0.16933989524841309, 0.16833989322185516, 0.1653398871421814, -100000.0, 4.0, -100000.0, 0.16733989119529724, 0.1613398939371109)
2024-08-11 01:05:00 -> (11.246339797973633, 0.18634015321731567, 0.18134015798568726, 0.174340158700943, 0.174340158700943, 0.1703401505947113, -100000.0, 27.20594024658203, -100000.0, 0.17334015667438507, 0.16534015536308289)
2024-08-11 01:10:00 -> (10.838006973266602, 0.20500724017620087, 0.19900722801685333, 0.193007230758667, 0.19200722873210907, 0.19100724160671234, -100000.0, 4.0, -100000.0, 0.19200722873210907, 0.1800072342157364)
2024-08-11 01:15:00 -> (11.252339363098145, 0.19533932209014893, 0.1903393268585205, 0.18333932757377625, 0.18233932554721832, 0.17833933234214783, -100000.0, 4.0, -100000.0, 0.18233932554721832, 0.14533932507038116)
2024-08-11 01:20:00 -> (9.953007698059082, 0.23900794982910156, 0.23400795459747314, 0.20100794732570648, 0.19900795817375183, 0.1980079561471939, -100000.0, 4.0, -100000.0, 0.19900795817375183, 0.19600795209407806)
2024-08-11 01:25:00 -> (9.787006378173828, 0.18000639975070953, 0.17500640451908112, 0.16800640523433685, 0.16800640523433685, 0.166006401181221, -100000.0, 4.0, -100000.0, 0.16700640320777893, 0.16000640392303467)
