goesp_part_flux_P5M: (time -> (P1, P5, P10, P30, P50, P100, E_8, E2_0, E4_0, P60, P500))
2018-08-25 02:45:00 -> (20.3, 0.181, 0.139, 0.0808, 0.0587, 0.0283, 24300.0, 269.0, -100000.0, -100000.0, -100000.0)
2018-08-25 02:50:00 -> (20.4, 0.178, 0.137, 0.0791, 0.0677, 0.0322, 20600.0, 227.0, -100000.0, -100000.0, -100000.0)
2018-08-25 02:55:00 -> (20.9, 0.182, 0.128, 0.0674, 0.056, 0.0287, 24000.0, 263.0, -100000.0, -100000.0, -100000.0)
2018-08-25 03:00:00 -> (22.9, 0.336, 0.235, 0.0955, 0.0777, 0.0485, 22900.0, 224.0, -100000.0, -100000.0, -100000.0)
2018-08-25 03:05:00 -> (24.2, 0.356, 0.186, 0.104, 0.0928, 0.0402, 20900.0, 224.0, -100000.0, -100000.0, -100000.0)
2018-08-25 03:10:00 -> (20.2, 0.252, 0.159, 0.0791, 0.0677, 0.0322, 20300.0, 194.0, -100000.0, -100000.0, -100000.0)
2018-08-25 03:15:00 -> (14.7, 0.174, 0.133, 0.0743, 0.0572, 0.0283, 20700.0, 188.0, -100000.0, -100000.0, -100000.0)
2018-08-25 03:20:00 -> (20.1, 0.328, 0.177, 0.0674, 0.056, 0.0287, 19600.0, 182.0, -100000.0, -100000.0, -100000.0)
2018-08-25 03:25:00 -> (18.2, 0.422, 0.272, 0.0897, 0.0783, 0.051, 20600.0, 181.0, -100000.0, -100000.0, -100000.0)
2018-08-25 03:30:00 -> (10.4, 0.354, 0.313, 0.067, 0.0556, 0.0283, 17600.0, 160.0, -100000.0, -100000.0, -100000.0)
2018-08-25 03:35:00 -> (13.7, 0.296, 0.145, 0.067, 0.0556, 0.0283, 16800.0, 136.0, -100000.0, -100000.0, -100000.0)
2018-08-25 03:40:00 -> (12.8, 0.386, 0.186, 0.067, 0.0556, 0.0283, 15800.0, 125.0, -100000.0, -100000.0, -100000.0)
2018-08-25 03:45:00 -> (7.51, 0.198, 0.157, 0.067, 0.0556, 0.0283, 16900.0, 142.0, -100000.0, -100000.0, -100000.0)
2018-08-25 03:50:00 -> (7.75, 0.166, 0.125, 0.067, 0.0556, 0.0283, 17100.0, 130.0, -100000.0, -100000.0, -100000.0)
2018-08-25 03:55:00 -> (6.84, 0.401, 0.36, 0.119, 0.0868, 0.0535, 15600.0, 122.0, -100000.0, -100000.0, -100000.0)
2018-08-25 04:00:00 -> (7.36, 0.276, 0.235, 0.067, 0.0556, 0.0283, 15100.0, 109.0, -100000.0, -100000.0, -100000.0)
2018-08-25 04:05:00 -> (5.09, 0.166, 0.125, 0.067, 0.0556, 0.0283, 13300.0, 99.5, -100000.0, -100000.0, -100000.0)
2018-08-25 04:10:00 -> (8.62, 0.296, 0.145, 0.067, 0.0556, 0.0283, 12100.0, 80.9, -100000.0, -100000.0, -100000.0)
2018-08-25 04:15:00 -> (7.55, 0.354, 0.154, 0.067, 0.0556, 0.0283, 11800.0, 80.7, -100000.0, -100000.0, -100000.0)
2018-08-25 04:20:00 -> (6.66, 0.275, 0.187, 0.119, 0.0815, 0.0342, 11000.0, 67.8, -100000.0, -100000.0, -100000.0)
2018-08-25 04:25:00 -> (4.84, 0.302, 0.261, 0.111, 0.0944, 0.0402, 9570.0, 72.8, -100000.0, -100000.0, -100000.0)
2018-08-25 04:30:00 -> (5.05, 0.401, 0.36, 0.117, 0.105, 0.0442, 12100.0, 74.9, -100000.0, -100000.0, -100000.0)
2018-08-25 04:35:00 -> (6.99, 0.331, 0.189, 0.0791, 0.0677, 0.0322, 12000.0, 78.3, -100000.0, -100000.0, -100000.0)
2018-08-25 04:40:00 -> (4.9, 0.224, 0.171, 0.0823, 0.0709, 0.0436, 10100.0, 67.4, -100000.0, -100000.0, -100000.0)
2018-08-25 04:45:00 -> (4.44, 0.375, 0.334, 0.0874, 0.0602, 0.0283, 13600.0, 85.8, -100000.0, -100000.0, -100000.0)
2018-08-25 04:50:00 -> (3.89, 0.37, 0.329, 0.11, 0.0985, 0.0625, 11900.0, 73.7, -100000.0, -100000.0, -100000.0)
2018-08-25 04:55:00 -> (3.53, 0.203, 0.162, 0.104, 0.0928, 0.0402, 11400.0, 76.4, -100000.0, -100000.0, -100000.0)
2018-08-25 05:00:00 -> (3.84, 0.224, 0.183, 0.125, 0.102, 0.0708, 12400.0, 71.9, -100000.0, -100000.0, -100000.0)
2018-08-25 05:05:00 -> (4.08, 0.266, 0.187, 0.122, 0.111, 0.0647, 11100.0, 60.6, -100000.0, -100000.0, -100000.0)
2018-08-25 05:10:00 -> (3.44, 0.377, 0.336, 0.104, 0.0922, 0.0649, 10900.0, 53.6, -100000.0, -100000.0, -100000.0)
2018-08-25 05:15:00 -> (3.11, 0.285, 0.244, 0.186, 0.174, 0.0664, 10000.0, 44.7, -100000.0, -100000.0, -100000.0)
2018-08-25 05:20:00 -> (2.92, 0.22, 0.179, 0.0947, 0.0833, 0.056, 8870.0, 44.0, -100000.0, -100000.0, -100000.0)
2018-08-25 05:25:00 -> (2.78, 0.198, 0.157, 0.067, 0.0556, 0.0283, 10400.0, 48.6, -100000.0, -100000.0, -100000.0)
2018-08-25 05:30:00 -> (2.74, 0.222, 0.181, 0.067, 0.0556, 0.0283, 9090.0, 49.0, -100000.0, -100000.0, -100000.0)
2018-08-25 05:35:00 -> (3.06, 0.291, 0.25, 0.192, 0.181, 0.0684, 9400.0, 45.0, -100000.0, -100000.0, -100000.0)
2018-08-25 05:40:00 -> (2.94, 0.191, 0.15, 0.0916, 0.0803, 0.0362, 9520.0, 44.2, -100000.0, -100000.0, -100000.0)
2018-08-25 05:45:00 -> (4.48, 0.558, 0.359, 0.0897, 0.0783, 0.051, 9410.0, 42.7, -100000.0, -100000.0, -100000.0)
2018-08-25 05:50:00 -> (2.53, 0.202, 0.161, 0.101, 0.0899, 0.0514, 8640.0, 35.7, -100000.0, -100000.0, -100000.0)
2018-08-25 05:55:00 -> (2.63, 0.182, 0.138, 0.0791, 0.0677, 0.0322, 10400.0, 48.8, -100000.0, -100000.0, -100000.0)
2018-08-25 06:00:00 -> (2.59, 0.212, 0.171, 0.0808, 0.0587, 0.0283, 9750.0, 47.9, -100000.0, -100000.0, -100000.0)
2018-08-25 06:05:00 -> (3.7, 0.358, 0.231, 0.0979, 0.0865, 0.0382, 8880.0, 43.5, -100000.0, -100000.0, -100000.0)
2018-08-25 06:10:00 -> (2.89, 0.229, 0.175, 0.113, 0.0646, 0.0283, 8610.0, 42.2, -100000.0, -100000.0, -100000.0)
2018-08-25 06:15:00 -> (2.67, 0.214, 0.173, 0.114, 0.0661, 0.0283, 9860.0, 44.3, -100000.0, -100000.0, -100000.0)
2018-08-25 06:20:00 -> (3.57, 0.454, 0.352, 0.0939, 0.0616, 0.0283, 10200.0, 49.0, -100000.0, -100000.0, -100000.0)
2018-08-25 06:25:00 -> (2.87, 0.206, 0.165, 0.0773, 0.0659, 0.0386, 9780.0, 53.8, -100000.0, -100000.0, -100000.0)
2018-08-25 06:30:00 -> (2.68, 0.276, 0.235, 0.0674, 0.056, 0.0287, 9810.0, 53.0, -100000.0, -100000.0, -100000.0)
2018-08-25 06:35:00 -> (2.47, 0.216, 0.175, 0.0897, 0.0783, 0.051, 9350.0, 49.8, -100000.0, -100000.0, -100000.0)
2018-08-25 06:40:00 -> (2.84, 0.19, 0.149, 0.0791, 0.0677, 0.0322, 9770.0, 52.6, -100000.0, -100000.0, -100000.0)
2018-08-25 06:45:00 -> (3.01, 0.182, 0.128, 0.067, 0.0556, 0.0283, 10100.0, 57.2, -100000.0, -100000.0, -100000.0)
2018-08-25 06:50:00 -> (2.5, 0.226, 0.185, 0.127, 0.115, 0.0881, 9860.0, 47.8, -100000.0, -100000.0, -100000.0)
2018-08-25 06:55:00 -> (2.65, 0.182, 0.128, 0.067, 0.0556, 0.0283, 7230.0, 37.5, -100000.0, -100000.0, -100000.0)
2018-08-25 07:00:00 -> (2.38, 0.245, 0.203, 0.144, 0.0939, 0.0457, 7960.0, 29.6, -100000.0, -100000.0, -100000.0)
2018-08-25 07:05:00 -> (2.3, 0.258, 0.217, 0.157, 0.11, 0.0422, 7360.0, 31.8, -100000.0, -100000.0, -100000.0)
2018-08-25 07:10:00 -> (2.5, 0.207, 0.154, 0.0937, 0.0754, 0.046, 8090.0, 34.7, -100000.0, -100000.0, -100000.0)
2018-08-25 07:15:00 -> (2.32, 0.281, 0.24, 0.182, 0.17, 0.0957, 7830.0, 35.7, -100000.0, -100000.0, -100000.0)
2018-08-25 07:20:00 -> (2.89, 0.235, 0.181, 0.118, 0.0647, 0.0283, 7420.0, 33.9, -100000.0, -100000.0, -100000.0)
2018-08-25 07:25:00 -> (2.38, 0.182, 0.128, 0.067, 0.0556, 0.0283, 7220.0, 27.1, -100000.0, -100000.0, -100000.0)
2018-08-25 07:30:00 -> (2.27, 0.185, 0.144, 0.0853, 0.0716, 0.0436, 6290.0, 21.4, -100000.0, -100000.0, -100000.0)
2018-08-25 07:35:00 -> (1.9, 0.166, 0.125, 0.067, 0.0556, 0.0283, 6580.0, 29.2, -100000.0, -100000.0, -100000.0)
2018-08-25 07:40:00 -> (2.66, 0.319, 0.216, 0.114, 0.0661, 0.0283, 6910.0, 25.0, -100000.0, -100000.0, -100000.0)
2018-08-25 07:45:00 -> (2.25, 0.266, 0.225, 0.132, 0.0646, 0.0283, 6090.0, 24.4, -100000.0, -100000.0, -100000.0)
2018-08-25 07:50:00 -> (1.91, 0.167, 0.126, 0.0674, 0.056, 0.0287, 5580.0, 18.5, -100000.0, -100000.0, -100000.0)
2018-08-25 07:55:00 -> (2.08, 0.177, 0.136, 0.0773, 0.0659, 0.0386, 5780.0, 24.8, -100000.0, -100000.0, -100000.0)
2018-08-25 08:00:00 -> (1.94, 0.277, 0.236, 0.0677, 0.0557, 0.0283, 6200.0, 26.9, -100000.0, -100000.0, -100000.0)
2018-08-25 08:05:00 -> (1.81, 0.237, 0.196, 0.136, 0.081, 0.0411, 3520.0, 22.4, -100000.0, -100000.0, -100000.0)
2018-08-25 08:10:00 -> (1.74, 0.212, 0.171, 0.0808, 0.0587, 0.0283, 5180.0, 19.3, -100000.0, -100000.0, -100000.0)
2018-08-25 08:15:00 -> (1.64, 0.205, 0.155, 0.0954, 0.084, 0.0567, 4330.0, 20.3, -100000.0, -100000.0, -100000.0)
2018-08-25 08:20:00 -> (1.76, 0.198, 0.157, 0.067, 0.0556, 0.0283, 3320.0, 16.1, -100000.0, -100000.0, -100000.0)
2018-08-25 08:25:00 -> (1.54, 0.251, 0.21, 0.107, 0.0956, 0.0683, 2010.0, 14.9, -100000.0, -100000.0, -100000.0)
2018-08-25 08:30:00 -> (1.49, 0.218, 0.177, 0.118, 0.0911, 0.0382, 2860.0, 14.7, -100000.0, -100000.0, -100000.0)
2018-08-25 08:35:00 -> (1.72, 0.298, 0.257, 0.0895, 0.0629, 0.0312, 3090.0, 13.2, -100000.0, -100000.0, -100000.0)
2018-08-25 08:40:00 -> (1.93, 0.198, 0.157, 0.0987, 0.0867, 0.0382, 2580.0, 14.9, -100000.0, -100000.0, -100000.0)
2018-08-25 08:45:00 -> (1.84, 0.184, 0.143, 0.0847, 0.0734, 0.046, 7090.0, 19.5, -100000.0, -100000.0, -100000.0)
2018-08-25 08:50:00 -> (3.7, 0.372, 0.128, 0.067, 0.0556, 0.0283, 3780.0, 25.2, -100000.0, -100000.0, -100000.0)
2018-08-25 08:55:00 -> (2.19, 0.241, 0.2, 0.14, 0.0898, 0.0535, 4740.0, 20.9, -100000.0, -100000.0, -100000.0)
2018-08-25 09:00:00 -> (3.91, 0.431, 0.187, 0.124, 0.0726, 0.0337, 5790.0, 23.6, -100000.0, -100000.0, -100000.0)
2018-08-25 09:05:00 -> (2.26, 0.247, 0.205, 0.102, 0.0907, 0.0634, 5140.0, 30.3, -100000.0, -100000.0, -100000.0)
2018-08-25 09:10:00 -> (2.3, 0.208, 0.166, 0.107, 0.0646, 0.0283, 6290.0, 36.1, -100000.0, -100000.0, -100000.0)
2018-08-25 09:15:00 -> (3.76, 0.42, 0.2, 0.138, 0.104, 0.0708, 6260.0, 30.2, -100000.0, -100000.0, -100000.0)
2018-08-25 09:20:00 -> (2.74, 0.246, 0.144, 0.0743, 0.0572, 0.0283, 5880.0, 35.0, -100000.0, -100000.0, -100000.0)
2018-08-25 09:25:00 -> (2.07, 0.273, 0.232, 0.173, 0.141, 0.0728, 7090.0, 33.8, -100000.0, -100000.0, -100000.0)
2018-08-25 09:30:00 -> (2.9, 0.339, 0.189, 0.11, 0.0751, 0.0411, 6950.0, 43.5, -100000.0, -100000.0, -100000.0)
2018-08-25 09:35:00 -> (2.68, 0.231, 0.19, 0.131, 0.0952, 0.0609, 7110.0, 38.1, -100000.0, -100000.0, -100000.0)
2018-08-25 09:40:00 -> (2.23, 0.193, 0.14, 0.0798, 0.0684, 0.0411, 7000.0, 36.8, -100000.0, -100000.0, -100000.0)
2018-08-25 09:45:00 -> (2.52, 0.259, 0.218, 0.158, 0.11, 0.0733, 6570.0, 36.0, -100000.0, -100000.0, -100000.0)
2018-08-25 09:50:00 -> (2.49, 0.172, 0.131, 0.0728, 0.0615, 0.0302, 6190.0, 39.0, -100000.0, -100000.0, -100000.0)
2018-08-25 09:55:00 -> (2.34, 0.198, 0.157, 0.067, 0.0556, 0.0283, 6400.0, 37.2, -100000.0, -100000.0, -100000.0)
2018-08-25 10:00:00 -> (2.62, 0.235, 0.181, 0.119, 0.0735, 0.0361, 5810.0, 35.6, -100000.0, -100000.0, -100000.0)
2018-08-25 10:05:00 -> (2.48, 0.348, 0.307, 0.152, 0.123, 0.0906, 6150.0, 34.7, -100000.0, -100000.0, -100000.0)
2018-08-25 10:10:00 -> (2.67, 0.299, 0.258, 0.154, 0.143, 0.0563, 7170.0, 38.9, -100000.0, -100000.0, -100000.0)
2018-08-25 10:15:00 -> (2.27, 0.174, 0.133, 0.0743, 0.0572, 0.0283, 5520.0, 41.8, -100000.0, -100000.0, -100000.0)
2018-08-25 10:20:00 -> (2.46, 0.169, 0.128, 0.0699, 0.0585, 0.0312, 5780.0, 43.3, -100000.0, -100000.0, -100000.0)
2018-08-25 10:25:00 -> (2.85, 0.25, 0.209, 0.151, 0.139, 0.0874, 6760.0, 38.4, -100000.0, -100000.0, -100000.0)
2018-08-25 10:30:00 -> (2.9, 0.201, 0.16, 0.1, 0.0631, 0.0283, 5520.0, 43.4, -100000.0, -100000.0, -100000.0)
2018-08-25 10:35:00 -> (3.02, 0.243, 0.195, 0.136, 0.124, 0.0503, 6090.0, 39.4, -100000.0, -100000.0, -100000.0)
2018-08-25 10:40:00 -> (3.32, 0.41, 0.369, 0.128, 0.0772, 0.0386, 5690.0, 39.8, -100000.0, -100000.0, -100000.0)
2018-08-25 10:45:00 -> (2.85, 0.28, 0.239, 0.18, 0.138, 0.0689, 6320.0, 48.1, -100000.0, -100000.0, -100000.0)
2018-08-25 10:50:00 -> (3.4, 0.264, 0.212, 0.15, 0.0996, 0.0609, 5520.0, 47.1, -100000.0, -100000.0, -100000.0)
2018-08-25 10:55:00 -> (3.45, 0.324, 0.283, 0.114, 0.0661, 0.0283, 6760.0, 44.1, -100000.0, -100000.0, -100000.0)
2018-08-25 11:00:00 -> (3.36, 0.209, 0.168, 0.11, 0.0981, 0.0708, 4190.0, 45.5, -100000.0, -100000.0, -100000.0)
2018-08-25 11:05:00 -> (3.29, 0.187, 0.146, 0.0874, 0.0602, 0.0283, 5930.0, 55.0, -100000.0, -100000.0, -100000.0)
2018-08-25 11:10:00 -> (4.22, 0.369, 0.315, 0.067, 0.0556, 0.0283, 7160.0, 55.1, -100000.0, -100000.0, -100000.0)
2018-08-25 11:15:00 -> (3.21, 0.166, 0.125, 0.067, 0.0556, 0.0283, 5460.0, 59.2, -100000.0, -100000.0, -100000.0)
2018-08-25 11:20:00 -> (3.32, 0.475, 0.421, 0.118, 0.0647, 0.0283, 10500.0, 97.9, -100000.0, -100000.0, -100000.0)
2018-08-25 11:25:00 -> (4.08, 0.296, 0.193, 0.122, 0.0647, 0.0283, 16200.0, 117.0, -100000.0, -100000.0, -100000.0)
2018-08-25 11:30:00 -> (3.31, 0.209, 0.168, 0.11, 0.0981, 0.0708, 6520.0, 78.6, -100000.0, -100000.0, -100000.0)
2018-08-25 11:35:00 -> (4.0, 0.356, 0.315, 0.0699, 0.0585, 0.0312, 8550.0, 87.0, -100000.0, -100000.0, -100000.0)
2018-08-25 11:40:00 -> (3.99, 0.166, 0.125, 0.067, 0.0556, 0.0283, 10600.0, 88.5, -100000.0, -100000.0, -100000.0)
2018-08-25 11:45:00 -> (4.27, 0.198, 0.157, 0.067, 0.0556, 0.0283, 10100.0, 87.7, -100000.0, -100000.0, -100000.0)
2018-08-25 11:50:00 -> (8.04, 0.627, 0.302, 0.11, 0.0751, 0.0411, 8750.0, 85.3, -100000.0, -100000.0, -100000.0)
2018-08-25 11:55:00 -> (5.51, 0.32, 0.218, 0.115, 0.0646, 0.0283, 9640.0, 93.3, -100000.0, -100000.0, -100000.0)
2018-08-25 12:00:00 -> (7.88, 0.429, 0.185, 0.122, 0.0725, 0.0361, 11100.0, 107.0, -100000.0, -100000.0, -100000.0)
2018-08-25 12:05:00 -> (5.44, 0.213, 0.159, 0.067, 0.0556, 0.0283, 10000.0, 106.0, -100000.0, -100000.0, -100000.0)
2018-08-25 12:10:00 -> (4.82, 0.183, 0.142, 0.0829, 0.0614, 0.0312, 10900.0, 120.0, -100000.0, -100000.0, -100000.0)
2018-08-25 12:15:00 -> (6.65, 0.24, 0.137, 0.0677, 0.0557, 0.0283, 12500.0, 144.0, -100000.0, -100000.0, -100000.0)
2018-08-25 12:20:00 -> (5.93, 0.181, 0.139, 0.0808, 0.0587, 0.0283, 11600.0, 150.0, -100000.0, -100000.0, -100000.0)
2018-08-25 12:25:00 -> (5.63, 0.252, 0.211, 0.151, 0.115, 0.0807, 10600.0, 88.4, -100000.0, -100000.0, -100000.0)
2018-08-25 12:30:00 -> (6.04, 0.238, 0.197, 0.137, 0.0967, 0.0609, 7780.0, 97.6, -100000.0, -100000.0, -100000.0)
2018-08-25 12:35:00 -> (6.85, 0.182, 0.128, 0.067, 0.0556, 0.0283, 8820.0, 112.0, -100000.0, -100000.0, -100000.0)
2018-08-25 12:40:00 -> (10.3, 0.37, 0.17, 0.0829, 0.0614, 0.0312, 10700.0, 106.0, -100000.0, -100000.0, -100000.0)
2018-08-25 12:45:00 -> (7.08, 0.263, 0.222, 0.162, 0.106, 0.066, 12200.0, 156.0, -100000.0, -100000.0, -100000.0)
2018-08-25 12:50:00 -> (6.65, 0.223, 0.182, 0.0931, 0.0676, 0.0361, 9770.0, 108.0, -100000.0, -100000.0, -100000.0)
2018-08-25 12:55:00 -> (9.04, 0.325, 0.271, 0.0808, 0.0587, 0.0283, 9760.0, 130.0, -100000.0, -100000.0, -100000.0)
2018-08-25 13:00:00 -> (14.0, 0.399, 0.205, 0.143, 0.126, 0.0503, 10100.0, 128.0, -100000.0, -100000.0, -100000.0)
2018-08-25 13:05:00 -> (8.28, 0.198, 0.157, 0.067, 0.0556, 0.0283, 10100.0, 120.0, -100000.0, -100000.0, -100000.0)
2018-08-25 13:10:00 -> (8.83, 0.211, 0.17, 0.112, 0.101, 0.0733, 10200.0, 117.0, -100000.0, -100000.0, -100000.0)
2018-08-25 13:15:00 -> (8.14, 0.221, 0.18, 0.12, 0.0675, 0.0283, 8520.0, 120.0, -100000.0, -100000.0, -100000.0)
2018-08-25 13:20:00 -> (13.6, 0.326, 0.128, 0.067, 0.0556, 0.0283, 10600.0, 123.0, -100000.0, -100000.0, -100000.0)
2018-08-25 13:25:00 -> (8.96, 0.304, 0.263, 0.205, 0.193, 0.0728, 11500.0, 214.0, -100000.0, -100000.0, -100000.0)
2018-08-25 13:30:00 -> (9.14, 0.334, 0.284, 0.127, 0.115, 0.0881, 17500.0, 170.0, -100000.0, -100000.0, -100000.0)
2018-08-25 13:35:00 -> (7.71, 0.216, 0.175, 0.0865, 0.0661, 0.0361, 8970.0, 179.0, -100000.0, -100000.0, -100000.0)
2018-08-25 13:40:00 -> (7.29, 0.166, 0.125, 0.067, 0.0556, 0.0283, 18700.0, 239.0, -100000.0, -100000.0, -100000.0)
2018-08-25 13:45:00 -> (11.7, 0.287, 0.184, 0.114, 0.0661, 0.0283, 17600.0, 248.0, -100000.0, -100000.0, -100000.0)
2018-08-25 13:50:00 -> (8.41, 0.181, 0.14, 0.0817, 0.0669, 0.0386, 11300.0, 212.0, -100000.0, -100000.0, -100000.0)
2018-08-25 13:55:00 -> (9.97, 0.4, 0.348, 0.109, 0.0951, 0.0671, 17100.0, 251.0, -100000.0, -100000.0, -100000.0)
2018-08-25 14:00:00 -> (9.22, 0.191, 0.15, 0.0916, 0.0803, 0.0362, 16600.0, 245.0, -100000.0, -100000.0, -100000.0)
2018-08-25 14:05:00 -> (17.8, 0.372, 0.128, 0.067, 0.0556, 0.0283, 14100.0, 237.0, -100000.0, -100000.0, -100000.0)
2018-08-25 14:10:00 -> (8.4, 0.248, 0.206, 0.146, 0.0948, 0.0584, 14500.0, 248.0, -100000.0, -100000.0, -100000.0)
2018-08-25 14:15:00 -> (9.68, 0.166, 0.125, 0.067, 0.0556, 0.0283, 18200.0, 224.0, -100000.0, -100000.0, -100000.0)
2018-08-25 14:20:00 -> (11.1, 0.23, 0.176, 0.114, 0.0661, 0.0283, 13200.0, 225.0, -100000.0, -100000.0, -100000.0)
2018-08-25 14:25:00 -> (10.1, 0.219, 0.178, 0.119, 0.0815, 0.0342, 15700.0, 271.0, -100000.0, -100000.0, -100000.0)
2018-08-25 14:30:00 -> (12.1, 0.223, 0.169, 0.107, 0.0646, 0.0283, 15700.0, 256.0, -100000.0, -100000.0, -100000.0)
2018-08-25 14:35:00 -> (11.0, 0.166, 0.125, 0.067, 0.0556, 0.0283, 16200.0, 258.0, -100000.0, -100000.0, -100000.0)
2018-08-25 14:40:00 -> (20.7, 0.379, 0.183, 0.12, 0.0891, 0.056, 15100.0, 248.0, -100000.0, -100000.0, -100000.0)
2018-08-25 14:45:00 -> (11.3, 0.233, 0.192, 0.134, 0.113, 0.0832, 15100.0, 255.0, -100000.0, -100000.0, -100000.0)
2018-08-25 14:50:00 -> (21.7, 0.45, 0.226, 0.119, 0.0969, 0.0286, 17600.0, 287.0, -100000.0, -100000.0, -100000.0)
2018-08-25 14:55:00 -> (12.5, 0.166, 0.125, 0.067, 0.0556, 0.0283, 15400.0, 295.0, -100000.0, -100000.0, -100000.0)
