goesp_part_flux_P5M: (time -> (P1, P5, P10, P30, P50, P100, E_8, E2_0, E4_0, P60, P500))
2023-11-06 00:00:00 -> (13.32567310333252, 0.2306727170944214, 0.2186727076768875, 0.2056727111339569, 0.204672709107399, 0.20267270505428314, -100000.0, 4.0, -100000.0, 0.20367270708084106, 0.19867271184921265)
2023-11-06 00:05:00 -> (12.408671379089355, 0.19167131185531616, 0.17967131733894348, 0.16667132079601288, 0.1636713147163391, 0.1626713126897812, -100000.0, 18.53304672241211, -100000.0, 0.1636713147163391, 0.1506713181734085)
2023-11-06 00:10:00 -> (12.180337905883789, 0.20933832228183746, 0.19733832776546478, 0.18833832442760468, 0.18833832442760468, 0.1803383231163025, -100000.0, 22.55741310119629, -100000.0, 0.18633833527565002, 0.16133832931518555)
2023-11-06 00:15:00 -> (12.913671493530273, 0.20467177033424377, 0.19367176294326782, 0.1796717643737793, 0.17867176234722137, 0.17267176508903503, -100000.0, 40.03520965576172, -100000.0, 0.1756717711687088, 0.1666717678308487)
2023-11-06 00:20:00 -> (12.152670860290527, 0.18167120218276978, 0.17067120969295502, 0.1616712063550949, 0.160671204328537, 0.15867120027542114, -100000.0, 4.0, -100000.0, 0.160671204328537, 0.14667120575904846)
2023-11-06 00:25:00 -> (10.52767276763916, 0.24367262423038483, 0.23167262971401215, 0.19267262518405914, 0.19167262315750122, 0.18967263400554657, -100000.0, 4.0, -100000.0, 0.19167262315750122, 0.1866726279258728)
2023-11-06 00:30:00 -> (10.092338562011719, 0.1943385750055313, 0.18233858048915863, 0.17333857715129852, 0.17333857715129852, 0.1723385751247406, -100000.0, 4.0, -100000.0, 0.17333857715129852, 0.16533857583999634)
2023-11-06 00:35:00 -> (10.079339027404785, 0.21633896231651306, 0.2053389698266983, 0.1963389664888382, 0.18933896720409393, 0.18633896112442017, -100000.0, 15.166569709777832, -100000.0, 0.188338965177536, 0.18133896589279175)
2023-11-06 00:40:00 -> (9.621005058288574, 0.17900480329990387, 0.1680048108100891, 0.159004807472229, 0.159004807472229, 0.15800480544567108, -100000.0, 11.881802558898926, -100000.0, 0.159004807472229, 0.15200480818748474)
2023-11-06 00:45:00 -> (8.00700569152832, 0.21700578927993774, 0.20400579273700714, 0.1930057853460312, 0.19200578331947327, 0.19000579416751862, -100000.0, 4.0, -100000.0, 0.19200578331947327, 0.18800579011440277)
2023-11-06 00:50:00 -> (8.181339263916016, 0.21533896028995514, 0.20433896780014038, 0.19533896446228027, 0.1923389732837677, 0.188338965177536, -100000.0, 4.0, -100000.0, 0.19133897125720978, 0.18133896589279175)
2023-11-06 00:55:00 -> (7.223338603973389, 0.24033841490745544, 0.21833841502666473, 0.18533842265605927, 0.18033841252326965, 0.17933842539787292, -100000.0, 27.00084686279297, -100000.0, 0.17933842539787292, 0.1613384187221527)
2023-11-06 01:00:00 -> (6.909672260284424, 0.20867206156253815, 0.1976720690727234, 0.18867206573486328, 0.18667206168174744, 0.18467207252979279, -100000.0, 4.0, -100000.0, 0.1856720745563507, 0.17467206716537476)
2023-11-06 01:05:00 -> (7.34467077255249, 0.18667075037956238, 0.17567075788974762, 0.15567076206207275, 0.15567076206207275, 0.15167075395584106, -100000.0, 16.830961227416992, -100000.0, 0.15567076206207275, 0.13867075741291046)
2023-11-06 01:10:00 -> (7.124337673187256, 0.17733779549598694, 0.16633780300617218, 0.15833780169487, 0.15733779966831207, 0.15633779764175415, -100000.0, 69.47801208496094, -100000.0, 0.15733779966831207, 0.1493377983570099)
2023-11-06 01:15:00 -> (5.803005695343018, 0.2260056585073471, 0.21600565314292908, 0.20700564980506897, 0.2040056586265564, 0.1870056539773941, -100000.0, 4.0, -100000.0, 0.2000056505203247, 0.18000565469264984)
2023-11-06 01:20:00 -> (6.3423380851745605, 0.23833805322647095, 0.2273380607366562, 0.16633805632591248, 0.1593380570411682, 0.1583380550146103, -100000.0, 5.169516563415527, -100000.0, 0.1593380570411682, 0.15333805978298187)
2023-11-06 01:25:00 -> (5.205338001251221, 0.19033822417259216, 0.1793382167816162, 0.17133821547031403, 0.16833822429180145, 0.16433821618556976, -100000.0, 4.0, -100000.0, 0.16733822226524353, 0.1573382169008255)
2023-11-06 01:30:00 -> (5.471004486083984, 0.17500464618206024, 0.1650046557188034, 0.1560046523809433, 0.1560046523809433, 0.15500465035438538, -100000.0, 4.0, -100000.0, 0.1560046523809433, 0.1480046510696411)
2023-11-06 01:35:00 -> (6.944672584533691, 0.2076723575592041, 0.19667235016822815, 0.18867234885692596, 0.18767234683036804, 0.18467235565185547, -100000.0, 4.0, -100000.0, 0.18767234683036804, 0.18267235159873962)
2023-11-06 01:40:00 -> (6.122671604156494, 0.19367165863513947, 0.18367165327072144, 0.168671652674675, 0.16767165064811707, 0.1646716594696045, -100000.0, 33.42987060546875, -100000.0, 0.16767165064811707, 0.16267165541648865)
