|B| in magnetotail where x < -2.
FORMAT:
YEAR    DAY    HOUR    MIN    |B|
2023     81      23     35      0.1670
2023     81      23     40    224.6939
2023     81      23     45    224.5411
2023     81      23     50    224.7518
2023     81      23     55    224.2474
2023     82       0      0    224.5334
2023     82       0      5    224.1809
2023     82       0     10    224.1181
2023     82       0     15    223.6703
2023     82       0     20    224.3999
2023     82       0     25    224.6330
2023     82       0     30    224.8720
2023     82       0     35    225.3387
2023     82       0     40    225.3969
2023     82       0     45    225.5732
2023     82       0     50    225.2927
2023     82       0     55    225.4926
2023     82       1      0    225.3899
2023     82       1      5    225.3273
2023     82       1     10    225.9654
2023     82       1     15    225.7927
2023     82       1     20    226.2641
2023     82       1     25    225.6271
2023     82       1     30    225.0088
2023     82       1     35    225.1674
2023     82       1     40    224.7450
2023     82       1     45    224.4378
2023     82       1     50    224.6343
2023     82       1     55    224.0380
2023     82       2      0    224.2992
2023     82       2      5    223.9250
2023     82       2     10    223.4091
2023     82       2     15    222.5379
2023     82       2     20    222.9357
2023     82       2     25    222.7459
2023     82       2     30    222.6565
2023     82       2     35    222.9414
2023     82       2     40    222.5746
2023     82       2     45    223.3693
2023     82       2     50    223.2400
2023     82       2     55    223.7873
2023     82       3      0    224.5846
2023     82       3      5    224.6474
2023     82       3     10    224.5011
2023     82       3     15    224.2301
2023     82       3     20    225.0718
2023     82       3     25    224.9670
2023     82       3     30    225.3459
2023     82       3     35    225.5765
2023     82       3     40    225.8758
2023     82       3     45    226.0500
2023     82       3     50    225.9472
2023     82       3     55    225.9712
2023     82       4      0    225.3217
2023     82       4      5    225.3253
2023     82       4     10    225.1163
2023     82       4     15    224.8365
2023     82       4     20    225.1760
2023     82       4     25    225.5966
2023     82       4     30    227.1025
2023     82       4     35    227.3039
2023     82       4     40    227.6270
2023     82       4     45    228.0236
2023     82       4     50    228.2635
2023     82       4     55    228.8857
2023     82       5      0    231.6841
2023     82       5      5    229.0673
2023     82       5     10    229.5004
2023     82       5     15    229.4288
2023     82       5     20    229.0882
2023     82       5     25    230.3783
2023     82       5     30    230.1673
2023     82       5     35    228.4221
2023     82       5     40    228.1803
2023     82       5     45    227.4916
2023     82       5     50    226.7741
2023     82       5     55    228.4290
2023     82       6      0    228.9504
2023     82       6      5    228.9599
2023     82       6     10    229.8400
2023     82       6     15    231.8209
2023     82       6     20    232.8855
2023     82       6     25    233.8350
2023     82       6     30    234.5795
2023     82       6     35    235.2695
2023     82       6     40    235.2290
2023     82       6     45    235.0972
2023     82       6     50    235.8965
2023     82       6     55    235.3999
2023     82       7      0    235.5541
2023     82       7      5    234.5345
2023     82       7     10    236.4284
2023     82       7     15    237.1822
2023     82       7     20    237.9513
2023     82       7     25    239.2057
